gene	expression
LIAS	5.85
LOC728024	5.85
RNF122	5.85
ATG16L2	5.84
BZW2	5.84
C1orf186	5.84
KIAA0240	5.84
WDR37	5.84
ACAP2	5.83
ACSL3	5.83
CREBL2	5.83
GPR160	5.83
KIAA0040	5.83
MAPRE2	5.83
TOR1B	5.83
ITPKC	5.82
MYO9A	5.82
PLD4	5.82
ANLN	5.81
PKMYT1	5.81
PTAFR	5.81
QSOX2	5.81
TET3	5.81
TRAPPC9	5.81
BRWD1	5.8
DCLRE1A	5.8
FAM13B	5.8
FSD1L	5.8
GCAT	5.8
INPP5F	5.8
LYSMD3	5.8
MEMO1	5.8
PMS2P3	5.8
RAP1GDS1	5.8
RHBDD2	5.8
TADA2B	5.8
CMAHP	5.79
CPT1A	5.79
DHX33	5.79
FAM189B	5.79
LRWD1	5.79
MGST1	5.79
NSFL1C	5.79
RFX7	5.79
SBDSP1	5.79
SLC39A3	5.79
ZBED6	5.79
CRCP	5.78
DARS2	5.78
IFFO1	5.78
KIAA1586	5.78
RNF208	5.78
SLAIN2	5.78
SNX1	5.78
CPSF2	5.77
CTH	5.77
EXOC5	5.77
GALT	5.77
GCSH	5.77
GUSBP9	5.77
MAML1	5.77
SESN2	5.77
STK16	5.77
ACADS	5.76
ALAD	5.76
LGALS14	5.76
MLKL	5.76
SHC1	5.76
SHPK	5.76
TBL1XR1	5.76
ARHGAP27	5.75
ARPC4-TTLL3	5.75
IRAK4	5.75
SMUG1	5.75
UMPS	5.75
C11orf57	5.74
EXO1	5.74
LOC401320	5.74
MORC2	5.74
POLL	5.74
VPS18	5.74
COX16	5.73
DCP1A	5.73
LOC100506779	5.73
ZNF524	5.73
ARHGAP11B	5.72
HIST2H4A	5.72
POMGNT1	5.72
RBM27	5.72
TMEM173	5.72
TRMU	5.72
ZNF101	5.72
C2orf47	5.71
DMPK	5.71
EIF1AD	5.71
FCRL5	5.71
GINS3	5.71
TCTN3	5.71
C1orf174	5.7
DHODH	5.7
UNKL	5.7
C6orf211	5.69
C6orf70	5.69
CES2	5.69
FAM160B1	5.69
IREB2	5.69
RGP1	5.69
RIN3	5.69
RRAGC	5.69
ATPAF2	5.68
GMEB1	5.68
MST1	5.68
PIGL	5.68
C11orf68	5.67
FUNDC2P2	5.67
JAG1	5.67
LYSMD2	5.67
RB1CC1	5.67
SEC23IP	5.67
STAMBP	5.67
TOB2	5.67
ADO	5.66
DCUN1D1	5.66
GPER	5.66
KCNK1	5.66
LOC727849	5.66
MAD2L2	5.66
NCOA6	5.66
NKIRAS1	5.66
AKIP1	5.65
PEX16	5.65
RPAP3	5.65
KIN	5.64
LOC400027	5.64
MAK16	5.64
PARP16	5.64
SOLH	5.64
TRIM11	5.64
ZNF238	5.64
ANXA2P3	5.63
BCL2L10	5.63
C19orf60	5.63
TAF3	5.63
AFF4	5.62
C11orf83	5.62
EXOSC1	5.62
HPS3	5.62
RRP9	5.62
SAAL1	5.62
SIRT3	5.62
SOX4	5.62
WDR36	5.62
DAAM1	5.61
GBA	5.61
HERC2	5.61
IRF2BPL	5.61
LOC646214	5.61
NAA40	5.61
RNF139	5.61
SKAP2	5.61
CLEC16A	5.6
IL18BP	5.6
RBM18	5.6
SLC35E2	5.6
ZNF791	5.59
DIAPH3	5.58
RAB18	5.58
TMEM206	5.58
DUSP14	5.57
RAB4A	5.57
RPTOR	5.57
SUOX	5.57
TMEM63A	5.57
WBP11P1	5.57
MLYCD	5.56
SKIL	5.56
USP14	5.56
ZMAT5	5.56
AMBRA1	5.55
DTX3	5.55
SRSF8	5.55
STAP1	5.55
NLRC5	5.54
PPA2	5.54
RMND5A	5.54
ABHD4	5.53
GTF2H3	5.53
NR2C2	5.53
RPRD1A	5.53
VAMP3	5.53
WDR92	5.53
ZNF33A	5.53
ABHD6	5.52
IPO9	5.52
PRKAR2A	5.52
UBLCP1	5.52
WDR60	5.52
ACAD10	5.51
COMMD3-BMI1	5.51
DCAF4	5.51
HKR1	5.51
RNF121	5.51
SRBD1	5.51
TCEA2	5.51
VASH2	5.51
WRN	5.51
C6orf57	5.5
CEP89	5.5
NDST2	5.5
PEX13	5.5
POP4	5.5
AGAP2	5.49
AKAP10	5.49
CLCN3	5.49
GPR89A	5.49
HSD17B8	5.49
KIAA0317	5.49
PCYOX1L	5.49
PLAGL2	5.49
RPAP2	5.49
SIRT6	5.49
SNHG10	5.49
ALDH16A1	5.48
DHRS1	5.48
DUSP23	5.48
HSCB	5.48
IFITM4P	5.48
MSH3	5.48
SAV1	5.48
TMEM38A	5.48
VPS33B	5.48
CCNT2	5.47
GSTM2	5.47
NUDT6	5.47
SFMBT2	5.47
SMAD2	5.47
XRCC3	5.47
MAML2	5.46
MAPKAPK3	5.46
TSHZ1	5.46
UBQLN4	5.46
BCR	5.45
C12orf49	5.45
PLK4	5.45
SACM1L	5.45
CBY1	5.44
GSTM4	5.44
NLRX1	5.44
PALB2	5.44
SPATA13	5.44
VCL	5.44
BAK1	5.43
FAM105B	5.43
IFIT5	5.43
PAXIP1	5.43
SMAD7	5.43
VKORC1L1	5.43
ZNF710	5.43
FAM48A	5.42
LOC115110	5.42
SEC24A	5.42
TMEM48	5.42
C16orf53	5.41
CD200	5.41
DNHD1	5.41
TNFSF10	5.41
ARMC8	5.4
CDK5RAP1	5.4
DYNC1LI2	5.4
PIGG	5.4
PRKCE	5.4
SIK2	5.4
C9orf82	5.39
CD84	5.39
NFATC3	5.39
TCEANC2	5.39
TIA1	5.39
BMP2K	5.38
C7orf73	5.38
CCPG1	5.38
GSK3B	5.38
RASGRP1	5.38
CC2D1A	5.37
COX10	5.37
DTX1	5.37
LRRC37BP1	5.37
PDE4DIP	5.37
DCTN4	5.36
DPM2	5.36
FAM116B	5.36
GNA15	5.36
HAUS5	5.36
LARS2	5.36
MRPL45P2	5.36
ATP5J2-PTCD1	5.35
C16orf57	5.35
GPATCH2	5.35
PSTPIP2	5.35
TADA1	5.35
TNRC18	5.35
ZNF143	5.35
ZNF516	5.35
FAM149B1	5.34
RGPD5	5.34
SNX14	5.34
TAOK1	5.34
C9orf103	5.33
DLEU1	5.33
MRPL35	5.33
TSEN54	5.33
VAC14	5.33
ZBTB40	5.33
ATG5	5.32
LOC401397	5.32
CCBL2	5.31
CMC1	5.31
CRY2	5.31
GOSR1	5.31
HMSD	5.31
LOC440944	5.31
LPAR6	5.31
TUBGCP4	5.31
ZER1	5.31
ASXL2	5.3
EIF4E	5.3
RPS10P7	5.3
UGGT1	5.3
MATL2963	5.29
PDDC1	5.29
RDH14	5.29
ZNF654	5.29
FEZ2	5.28
PIK3C2A	5.28
TBCE	5.28
ZFYVE27	5.28
ATL3	5.27
LARP1B	5.27
METTL2A	5.27
METTL8	5.27
UTP23	5.27
C18orf56	5.26
CAPN10	5.26
GLYCTK	5.26
THTPA	5.26
TMEM129	5.26
TNFAIP1	5.26
TUBGCP3	5.26
ADCK3	5.25
ESCO2	5.25
PAOX	5.25
C10orf137	5.24
DNAJC10	5.24
DNAJC15	5.24
INTS9	5.24
MPDU1	5.24
TDRD7	5.24
GALNTL4	5.23
HMGXB4	5.23
INTS8	5.23
LOC645212	5.23
PATL2	5.23
WBP4	5.23
C11orf67	5.22
CD38	5.22
CDKN2D	5.22
FARP2	5.22
GAS5	5.22
MED9	5.22
MUTYH	5.22
TUBA8	5.22
ZNF187	5.22
ZNF197	5.22
ZNF827	5.22
ZNF841	5.22
AAAS	5.21
ATXN1	5.21
ELMO2	5.21
FYCO1	5.21
HIST1H2BL	5.21
MUL1	5.21
TIGD2	5.21
USP20	5.21
YIF1A	5.21
ADAM9	5.2
CDC42EP3	5.2
FAM81A	5.2
GMCL1	5.2
LOC729234	5.2
RNF8	5.2
TSPAN31	5.2
CEP85	5.19
GTF2E1	5.19
INTS4	5.19
LOC254128	5.19
LRRC32	5.19
P4HA2	5.19
PLEKHG2	5.19
POLM	5.19
CEP120	5.18
CMKLR1	5.18
INPP1	5.18
ISY1	5.18
LRRC45	5.18
SNX20	5.18
VAPA	5.18
C2orf68	5.17
KIAA0664L3	5.17
LRRC8A	5.17
LXN	5.17
PEX6	5.17
SMU1	5.17
TST	5.17
ZADH2	5.17
HERPUD2	5.16
LONRF1	5.16
NME6	5.16
POC1B	5.16
ZNF148	5.16
ACP6	5.15
CWF19L2	5.15
GPR146	5.15
LAX1	5.15
NOM1	5.15
PIKFYVE	5.15
ZNF134	5.15
ATF6	5.14
BCKDHB	5.14
CASP6	5.14
LIN52	5.14
LOC728875	5.14
NCBP1	5.14
QKI	5.14
STARD3	5.14
TCHP	5.14
ERCC2	5.13
TAF4B	5.13
TRMT12	5.13
ZNF335	5.13
CDKN2AIPNL	5.12
DHRS4L2	5.12
GYG1	5.12
NEU3	5.12
OSBPL3	5.12
PHLDA3	5.12
PSPH	5.12
UBA6	5.12
ABI2	5.11
BTF3L4	5.11
CDC27	5.11
DDR1	5.11
ENGASE	5.11
IGSF8	5.11
POT1	5.11
WTH3DI	5.11
ACTR5	5.1
ADRBK2	5.1
DENND5B	5.1
MKKS	5.1
PEX26	5.1
PIGO	5.1
ZNF227	5.1
AZI1	5.09
LOC100129250	5.09
MBOAT1	5.09
MYSM1	5.09
PLCB2	5.09
PPP6C	5.09
CNOT4	5.08
MTMR3	5.08
OR2A20P	5.08
STIM2	5.08
TMEM115	5.08
TRMT61B	5.08
VARS2	5.08
ZNF193	5.08
BAHD1	5.07
COMMD10	5.07
LEMD3	5.07
MRM1	5.07
MSL2	5.07
PIGC	5.07
RAI1	5.07
SCARB2	5.07
TAGLN	5.07
GGH	5.06
INO80	5.06
LRRC37B	5.06
TMEM179B	5.06
ZFYVE21	5.06
APBB3	5.05
HAUS2	5.05
LIX1L	5.05
NEIL2	5.05
PDHX	5.05
TMEM141	5.05
C14orf129	5.04
CNR2	5.04
FAM160B2	5.04
FAM175A	5.04
FAM83G	5.04
GSN	5.04
PSMA5	5.04
RPS6KA4	5.04
ZNF451	5.04
DTL	5.03
EYA3	5.03
KIAA0141	5.03
KIF4B	5.03
MED22	5.03
MFHAS1	5.03
TNFAIP8L1	5.03
TP63	5.03
C1orf109	5.02
CCDC159	5.02
CITED2	5.02
PEX10	5.02
POLH	5.02
RAB28	5.02
SCCPDH	5.02
UCK2	5.02
ZNF121	5.02
C9orf80	5.01
DDX31	5.01
MAFK	5.01
TBC1D22B	5.01
ABHD16B	5
C14orf135	5
PLEKHA8P1	5
TNPO1	5
CLIP4	4.99
DDX20	4.99
DPAGT1	4.99
FAM53B	4.99
GATAD1	4.99
ZFP90	4.99
COA5	4.98
DTX3L	4.98
FBXO10	4.98
FNIP1	4.98
HAAO	4.98
IL23A	4.98
LRRC20	4.98
MTRR	4.98
MYO5A	4.98
RAP2B	4.98
RPL17-C18ORF32	4.98
TMEM194A	4.98
ZNF84	4.98
BMS1P4	4.97
FAM125A	4.97
FBXO8	4.97
JMJD7	4.97
MRAP	4.97
PTDSS2	4.97
TRIM24	4.97
LOC100130855	4.96
LOC100505812	4.96
PRUNE	4.96
SERF1B	4.96
TMEM41A	4.96
XRCC2	4.96
ZWILCH	4.96
DMWD	4.95
KPNA1	4.95
N4BP3	4.95
NDUFV3	4.95
TCEB1	4.95
ZNF787	4.95
ADAM17	4.94
DSCC1	4.94
LRIG1	4.94
MCTP1	4.94
MUM1	4.94
TMEM154	4.94
AMDHD2	4.93
CASP7	4.93
DDX11	4.93
EEF1E1-MUTED	4.93
KIAA0355	4.93
MED20	4.93
NHLRC3	4.93
ZNF23	4.93
ACP2	4.92
MLF1IP	4.92
POLR3A	4.92
ACAD8	4.91
ADAP1	4.91
C18orf25	4.91
DIP2A	4.91
PTMS	4.91
SCNM1	4.91
SEC31B	4.91
HSPA14	4.9
HSPA4L	4.9
JOSD2	4.9
KIAA1958	4.9
ORC2	4.9
PIK3R2	4.9
RAD51	4.9
TMEM87A	4.9
VPS16	4.9
ASF1A	4.89
C16orf91	4.89
ERLIN1	4.89
RBM14	4.89
TIMM22	4.89
ACSF3	4.88
BARD1	4.88
DHX29	4.88
NUP155	4.88
POLR1B	4.88
SEC24B	4.88
SGPP1	4.88
C11orf49	4.87
GATAD2B	4.87
NAPSA	4.87
ORAI2	4.87
TMBIM4	4.87
ZKSCAN5	4.87
FBXO9	4.86
KLHL7	4.86
LYPD6B	4.86
NR2C2AP	4.86
PECR	4.86
POP1	4.86
SLC35B1	4.86
TP53INP2	4.86
ADCK2	4.85
NLRC3	4.85
OSGIN2	4.85
OTUD4	4.85
PLXNA1	4.85
RALGAPB	4.85
SMYD5	4.85
FES	4.84
G6PC3	4.84
TMEM60	4.84
ZNF428	4.84
A4GALT	4.83
ARMC5	4.83
DYRK4	4.83
GRAMD1B	4.83
LOC283070	4.83
NETO2	4.83
NFAT5	4.83
SAP30	4.83
TPRA1	4.83
C7orf55	4.82
FOXP4	4.82
KCNN3	4.82
PLSCR1	4.82
RCHY1	4.82
TRAPPC6B	4.82
ATXN2	4.81
C20orf4	4.81
CHTF18	4.81
DNAJC30	4.81
FAM108B1	4.81
GNL1	4.81
PCNX	4.81
TM7SF2	4.81
ZNF574	4.81
KIAA1109	4.8
MAP3K3	4.8
NEK7	4.8
SLC1A1	4.8
ZNF358	4.8
ALKBH6	4.79
CEP104	4.79
FAM45B	4.79
RETSAT	4.79
CHST14	4.78
EPHX2	4.78
FBXL19	4.78
KLHL22	4.78
SARS2	4.78
TMEM189-UBE2V1	4.78
AMMECR1L	4.77
ATG9A	4.77
BCL7A	4.77
ERMP1	4.77
MED19	4.77
SLC2A4RG	4.77
SVIP	4.77
TNFAIP8L2	4.77
C17orf53	4.76
C6orf1	4.76
DBF4	4.76
INPP5K	4.76
KIAA1033	4.76
LOC729799	4.76
TRIM39	4.76
ACAP3	4.75
AGPAT1	4.75
FAM176B	4.75
FAN1	4.75
KLF3	4.75
PPAT	4.75
SIRT1	4.75
SLC31A1	4.75
TMEM39A	4.75
C3orf17	4.74
GALNT1	4.74
ISYNA1	4.74
MAVS	4.74
N6AMT2	4.74
NARS2	4.74
NFKBIZ	4.74
GANC	4.73
NSUN5P1	4.73
STK3	4.73
TCP11L1	4.73
ANKRD52	4.72
CDC25C	4.72
RFFL	4.72
TRAIP	4.72
ZBTB48	4.72
ZNF92	4.72
FAM76B	4.71
FLYWCH2	4.71
SYNGAP1	4.71
TAF6L	4.71
ZNF142	4.71
CTBS	4.7
INTS5	4.7
PURA	4.7
SLC25A22	4.7
TMED7	4.7
ZNF775	4.7
ALDH6A1	4.69
FBXL3	4.69
IFT46	4.69
KIAA1524	4.69
SLX4	4.69
TSPAN14	4.69
KBTBD8	4.68
POLR2J2	4.68
SAC3D1	4.68
SIAH1	4.68
TYSND1	4.68
AMACR	4.67
ASL	4.67
C14orf49	4.67
CWF19L1	4.67
DUSP3	4.67
FBXL6	4.67
KIAA1530	4.67
BRE	4.66
NIT2	4.66
PRDM15	4.66
RFX3	4.66
RGL1	4.66
ZNF644	4.66
CHID1	4.65
DDAH2	4.65
HSD17B7	4.65
MRI1	4.65
PRKD3	4.65
TBC1D15	4.65
TGIF1	4.65
BMPR2	4.64
CYB5R2	4.64
LOC100505681	4.64
NBPF16	4.64
ZNF79	4.64
ZXDC	4.64
CASP2	4.63
NINJ2	4.63
SERPINB9	4.63
TMEM184C	4.63
CSNK1G3	4.62
DDX51	4.62
LACTB2	4.62
LDLRAP1	4.62
NDRG1	4.62
NSF	4.62
PWWP2A	4.62
ABCA12	4.61
AEBP2	4.61
C15orf61	4.61
BAG3	4.6
CYB5R4	4.6
FBXO6	4.6
HEATR3	4.6
PTGIR	4.6
SLC25A45	4.6
TOR1AIP1	4.6
ACBD5	4.59
AP1AR	4.59
PRR12	4.59
RTP4	4.59
TMEM177	4.59
GTF2A2	4.58
KLHL18	4.58
RALGAPA2	4.58
TBPL1	4.58
TBRG1	4.58
TMEM168	4.58
ZNF211	4.58
ACTN1	4.57
C10orf118	4.57
DIS3L2	4.57
LOC100130331	4.57
RHBDD1	4.57
UBE3B	4.57
HEATR5B	4.56
KIAA0232	4.56
KIF14	4.56
NUP214	4.56
RIPK1	4.56
TAF4	4.56
CBLL1	4.55
CDK17	4.55
MOCS3	4.55
POLQ	4.55
PROSER1	4.55
PSMD5	4.55
REST	4.55
RSBN1	4.55
SLC19A1	4.55
ZNF385A	4.55
CHEK2	4.54
EEF1E1	4.54
PDPR	4.54
ZKSCAN4	4.54
ALG11	4.53
GALK1	4.53
MICA	4.53
NEXN	4.53
NFIL3	4.53
PIP4K2C	4.53
TRMT11	4.53
ATAD3B	4.52
BRD3	4.52
C9orf37	4.52
PAN3	4.52
ZNF276	4.52
ZNF746	4.52
ATP6AP1L	4.51
CAMK2G	4.51
GNB1L	4.51
GORASP1	4.51
IFFO2	4.51
LIG4	4.51
MAP4K2	4.51
RBM45	4.51
WDR73	4.51
ALDH4A1	4.5
BIVM	4.5
C2CD2	4.5
CCDC152	4.5
FAM21B	4.5
FBXO4	4.5
KIAA1731	4.5
NBPF15	4.5
QDPR	4.5
RWDD2A	4.5
TLR9	4.5
VLDLR	4.5
ZNF189	4.5
CAMK2D	4.49
MED13L	4.49
NF2	4.49
TLK2	4.49
TSPYL4	4.49
CISD1	4.48
FHOD3	4.48
RBBP5	4.48
ZNF37A	4.48
ZNF671	4.48
ATF7	4.47
CCDC91	4.47
CDK6	4.47
DDX52	4.47
FAM175B	4.47
LOC100130301	4.47
MCAT	4.47
MTX1	4.47
NIPSNAP3A	4.47
RRM2B	4.47
SPNS1	4.47
SPTLC2	4.47
TMEM167A	4.47
BCL2L2	4.46
ECE2	4.46
GOLM1	4.46
LOC388796	4.46
PFN2	4.46
REV3L	4.46
RNF111	4.46
THOC6	4.46
ALDH3A2	4.45
ALDH5A1	4.45
B3GNTL1	4.45
BCL3	4.45
CDS2	4.45
HIBADH	4.45
LCP2	4.45
MRE11A	4.45
MTRF1L	4.45
SH3BP2	4.45
SIK1	4.45
SRR	4.45
ATP10D	4.44
C3orf23	4.44
RNF170	4.44
SSBP4	4.44
UBR3	4.44
C11orf71	4.43
CC2D1B	4.43
FBXO33	4.43
JMJD8	4.43
PIK3C2B	4.43
YTHDC2	4.43
HS1BP3	4.42
CDC37L1	4.41
CLN3	4.41
FAM3C	4.41
GUSBP4	4.41
LOC100132891	4.41
POC1A	4.41
SEMA4C	4.41
C19orf47	4.4
ISCA2	4.4
KIAA0753	4.4
MGC57346	4.4
MPND	4.4
POLB	4.4
RPRD2	4.4
TFDP2	4.4
BNIP1	4.39
RNF13	4.39
PKD1P1	4.38
TMEM55B	4.38
TMEM68	4.38
ACTR6	4.37
C20orf96	4.37
HIST1H2AC	4.37
KIF13B	4.37
PHC3	4.37
SAP130	4.37
SPPL3	4.37
SYTL3	4.37
TAB1	4.37
TBC1D20	4.37
VEZF1	4.37
ZNF45	4.37
ZNRF2	4.37
FAM20B	4.36
IDE	4.36
MDM4	4.36
NR4A1	4.36
SCARNA10	4.36
TPM2	4.36
WDR67	4.36
ZNF576	4.36
C6orf120	4.35
CHP	4.35
ETV3	4.35
FAM91A1	4.35
FBXO21	4.35
MFSD2A	4.35
SHARPIN	4.35
SMYD2	4.35
TTC38	4.35
ZUFSP	4.35
FAM160A2	4.34
HIBCH	4.34
HLA-L	4.34
ITFG1	4.34
MCM10	4.34
MDM1	4.34
TAX1BP3	4.34
TRIM33	4.34
UHRF1BP1	4.34
CAV1	4.33
HDAC9	4.33
ING3	4.33
LINS	4.33
ZNF773	4.33
ARAP2	4.32
ATG13	4.32
ATP6V1G2-DDX39B	4.32
C19orf40	4.32
FBXO25	4.32
RAB11FIP4	4.32
ZNF512B	4.32
FBXW2	4.31
FTSJD1	4.31
MED13	4.31
PIGF	4.31
PRDM4	4.31
SIGLEC10	4.31
TMEM161A	4.31
TOX2	4.31
TRIM37	4.31
ARHGAP25	4.3
MECR	4.3
MED23	4.3
PHACTR4	4.3
PIGH	4.3
PSKH1	4.3
RABL2A	4.3
C9orf156	4.29
CBL	4.29
NICN1	4.29
PNPLA2	4.29
FBXO3	4.28
MINPP1	4.28
RAB37	4.28
RPLP0P2	4.28
ZBTB45	4.28
CCDC134	4.27
CENPQ	4.27
LOC678655	4.27
PCMTD1	4.26
PKN2	4.26
PLTP	4.26
PPAPDC2	4.26
PSENEN	4.26
SLC30A1	4.26
DHRS7B	4.25
GFOD2	4.25
JMJD4	4.25
LRP8	4.25
LYRM2	4.25
NET1	4.25
PAPLN	4.25
SMURF2	4.25
STAG3L1	4.25
ZDHHC20	4.25
AIDA	4.24
EGR3	4.24
INO80B	4.24
LRFN4	4.24
MTHFR	4.24
REXO1	4.24
ZNF623	4.24
ARMC7	4.23
BCL7C	4.23
FDX1L	4.23
KCTD13	4.23
LOC100133331	4.23
LST1	4.23
PDLIM5	4.23
RTN2	4.23
TBXAS1	4.23
VPS13B	4.23
WARS2	4.23
ACD	4.22
CPNE7	4.22
H2AFJ	4.22
KANK2	4.22
LGALS17A	4.22
PRMT3	4.22
CBFA2T2	4.21
CGRRF1	4.21
MARS2	4.21
MIR3648	4.21
PEX3	4.21
SCYL3	4.21
C11orf30	4.2
SPPL2B	4.2
ARL11	4.19
CYTH2	4.19
HSPA7	4.19
SPAG16	4.19
TBX21	4.19
ALKBH4	4.18
IL12RB2	4.18
KLHL17	4.18
TDRKH	4.18
XRCC4	4.18
ZNF518A	4.18
BORA	4.17
C21orf58	4.17
DOCK6	4.17
KIAA1468	4.17
PARD3	4.17
ZNF343	4.17
STAG3L4	4.16
SUV39H2	4.16
CORO7-PAM16	4.15
DNAJC17	4.15
MESDC1	4.15
PBX4	4.15
SDHC	4.15
C16orf62	4.14
CHPF	4.14
EXOC8	4.14
LRRC27	4.14
QTRTD1	4.14
RASA4	4.14
RG9MTD3	4.14
SIKE1	4.14
TWISTNB	4.14
NFXL1	4.13
NUDT8	4.13
PGAM2	4.13
ABHD16A	4.12
CYB561D2	4.12
LOC202781	4.12
ORMDL2	4.12
PPARD	4.12
TEP1	4.12
ARL8A	4.11
BTRC	4.11
CXCR7	4.11
DLAT	4.11
DSTNP2	4.11
HIST2H2AC	4.11
IKBKE	4.11
SELRC1	4.11
SLC9A1	4.11
TRIM59	4.11
ZNF621	4.11
AIG1	4.1
ANAPC4	4.1
BRAP	4.1
FAM101B	4.1
LSM5	4.1
MFI2-AS1	4.1
PDCD2L	4.1
AHI1	4.09
C14orf102	4.09
C1orf85	4.09
MRPS10	4.09
PTPN9	4.09
PXK	4.09
ZNF586	4.09
LOC100131733	4.08
MED21	4.08
NFATC4	4.08
SLC25A42	4.08
TMEM91	4.08
ZNF350	4.08
C8orf55	4.07
HIPK1	4.07
LYL1	4.07
NAA25	4.07
RNF138	4.07
S1PR2	4.07
SEMA4B	4.07
TMEM143	4.07
TMEM209	4.07
VPS53	4.07
COMMD2	4.06
LOC652276	4.06
STXBP3	4.06
ZNF700	4.06
BROX	4.05
C19orf25	4.05
E2F7	4.05
KIAA1274	4.05
LOC283888	4.05
RNF166	4.05
TSEN34	4.05
FBXL15	4.04
KLF2	4.04
MYNN	4.04
PPIP5K1	4.04
SENP7	4.04
STIL	4.04
C16orf48	4.03
MARK4	4.03
TESK1	4.03
TNKS	4.03
C2orf42	4.02
EID2	4.02
ELOVL6	4.02
HRASLS2	4.02
LYPLA2	4.02
OMA1	4.02
TMEM107	4.02
UTP15	4.02
ZNF444	4.02
ANKRD40	4.01
C1orf74	4.01
FAM69A	4.01
ILKAP	4.01
LIMS1	4.01
LRRC14	4.01
PEMT	4.01
PI4K2A	4.01
RAB40C	4.01
TBC1D13	4.01
ZNF600	4.01
FAM64A	4
FGFRL1	4
ING5	4
PMS2L2	4
SMPD2	4
TSEN15	4
VAT1	3.99
ZFP62	3.99
C1orf27	3.98
CCDC144B	3.98
GLTPD1	3.98
TRMT6	3.98
APIP	3.97
MTERF	3.97
SKA3	3.97
STX2	3.97
TNFSF11	3.97
USPL1	3.97
ZNF518B	3.97
HSP90AA4P	3.96
LIPT1	3.96
OSBPL7	3.96
SMYD4	3.96
SPPL2A	3.96
DCAF16	3.95
FRMD8	3.95
METTL1	3.95
POGLUT1	3.95
SERINC4	3.95
SOCS3	3.95
TAF2	3.95
TSC22D2	3.95
ZNF767	3.95
CASP9	3.94
DNAJC5B	3.94
FAM18B1	3.94
LOC100506054	3.94
MPEG1	3.94
PSTPIP1	3.94
ZNF507	3.94
ERGIC2	3.93
HIST2H4B	3.93
LOC100507567	3.93
SLC25A12	3.93
C12orf73	3.92
LOC100132352	3.92
NLK	3.92
PYGO2	3.92
SLC30A5	3.92
ATP1B1	3.91
EDEM3	3.91
GNE	3.91
LOC100132707	3.91
PURB	3.91
RAB38	3.91
SLC35E3	3.91
ZW10	3.91
C10orf76	3.9
CNNM2	3.9
LTBP4	3.9
SLFN12	3.9
SNRK	3.9
SRGAP2P2	3.9
TRIM68	3.9
C10orf12	3.89
C16orf74	3.89
CCDC102A	3.89
DCUN1D2	3.89
KIF18A	3.89
LRRCC1	3.89
PAG1	3.89
ZCCHC10	3.89
CREB3L4	3.88
EXTL3	3.88
NAPB	3.88
NRIP1	3.88
SAMHD1	3.88
VPS54	3.88
ACADSB	3.87
CCT6P1	3.87
COQ3	3.87
IQGAP3	3.87
RPA3	3.87
SERTAD3	3.87
USP40	3.87
ZFYVE20	3.87
CDK19	3.86
CEP57L1	3.86
DONSON	3.86
GPR89C	3.86
H6PD	3.86
KLHL5	3.86
LCMT2	3.86
NEURL4	3.86
PEX14	3.86
SLFN11	3.86
ZNF192	3.86
POLR2F	3.85
PVRL1	3.85
RAB2A	3.85
RNASEL	3.85
SPHK2	3.85
ZMYM6	3.85
ZNF202	3.85
BBIP1	3.84
CD300C	3.84
CRYZL1	3.84
DUSP11	3.84
EVI5L	3.84
LRTOMT	3.84
MXD3	3.84
RB1	3.84
SLC25A37	3.84
SLC35C1	3.84
SRXN1	3.84
TTC33	3.84
WIZ	3.84
ARL6IP6	3.83
ATR	3.83
C4orf33	3.83
DDTL	3.83
GTPBP3	3.83
LEPROTL1	3.83
OSBPL8	3.83
PAK4	3.83
PAQR8	3.83
SYS1	3.83
AMT	3.82
ARL3	3.82
HSD17B7P2	3.82
NF1	3.82
PIGP	3.82
SCFD1	3.82
SH3PXD2A	3.82
SNAPC5	3.82
THADA	3.82
WHAMM	3.82
ZAK	3.82
C9orf64	3.81
EIF2C1	3.81
LOC283922	3.81
NDOR1	3.81
NFS1	3.81
RC3H2	3.81
SERPINB10	3.81
SFT2D3	3.81
TRMT1L	3.81
ZNF136	3.81
B3GALNT2	3.8
C2CD2L	3.8
CBS	3.8
IL12RB1	3.8
TPI1P3	3.8
ALDH1L2	3.79
CSPP1	3.79
LOC147727	3.79
UHRF1BP1L	3.79
ATG4C	3.78
CDC7	3.78
CEBPB	3.78
CYB5R1	3.78
FLJ39739	3.78
GCH1	3.78
NDRG3	3.78
SARM1	3.78
SLC12A9	3.78
WWP1	3.78
C7orf29	3.77
GAB2	3.77
INTS2	3.77
NRF1	3.77
RAB34	3.77
SPTSSA	3.77
ZFYVE26	3.77
CCDC132	3.76
CCDC9	3.76
GEM	3.76
MTHFSD	3.76
NARG2	3.76
PHF20L1	3.76
PUS7	3.76
TTLL4	3.76
CALHM2	3.75
COG5	3.75
CSF2RB	3.75
DOLPP1	3.75
EXOG	3.75
FAM177A1	3.75
FAM86A	3.75
PPP1R13L	3.75
RAB31	3.75
RNF38	3.75
ROBO1	3.75
TPMT	3.75
KRIT1	3.74
ATP1A3	3.73
DLG5	3.73
LOC374443	3.73
LRRC57	3.73
PPP1R16A	3.73
YIF1B	3.73
CIDECP	3.72
CRTAP	3.72
INVS	3.72
NOC4L	3.72
OGFOD2	3.72
TMEM170A	3.72
TSC22D1	3.72
ZBTB43	3.72
ZNF653	3.72
